chr	start	end	common_name	sys_name	fpkm_1	fpkm_2
chrXIII	49850	50981	COQ5	YML110C	144.2802501	96.02972337
chrIV	246532	247664	HEM25	YDL119C	12.98269491	9.118159862
chrXIII	622106	623238	CTL1	YMR180C	12.98269491	13.20091801
chrII	602504	603636	GDT1	YBR187W	216.229022	150.6537756
chrXIII	261568	262700	GLO1	YML004C	140.1235692	105.0629763
chrVIII	33040	34173	SBP1	YHL034C	260.176578	165.7804829
chrII	158588	159721	RIB1	YBL033C	27.28430316	27.73823
chrXVI	308494	309627	HHO1	YPL127C	74.92001278	48.67787421
chrXV	241613	242747	LDS2	YOL047C	2.010999961	1.901923875
chrVIII	283527	284661	YNG2	YHR090C	21.00377737	14.94368759
chrX	81905	83039	ATG36	YJL185C	8.043999844	4.07555116
chrIX	182019	183154	BMT5	YIL096C	35.27308907	32.5756576
chrXIII	645642	646777	SPG5	YMR191W	53.97488814	43.38868364
chrV	13589	14724	RMD6	YEL072W	3.795205786	4.47915292
chrVII	228589	229724	RRT6	YGL146C	2.67896879	3.529029573
chrXV	795717	796853	ENV9	YOR246C	57.17291346	51.53208541
chrXIV	61828	62964	RPS19B	YNL302C	1311.761199	967.8651212
chrXIII	387189	388325	AAC1	YMR056C	9.591180333	5.017655806
chrIV	1195160	1196297	BCP1	YDR361C	129.0326733	115.1690007
chrIX	53909	55046	IMP2'	YIL154C	22.2854358	9.484505942
chrXIV	777601	778738	AIF1	YNR074C	28.97106654	21.67887072
chrII	449578	450716	YMC2	YBR104W	46.09027967	33.84344374
chrXV	843603	844741	RFM1	YOR279C	7.125067389	9.882285573
chrXVI	792677	793815	SCD6	YPR129W	86.95583262	52.065107
chrXVI	491935	493073	PHO85	YPL031C	29.61356133	16.7863481
chrXII	415560	416699	TIS11	YLR136C	17.12962777	10.82038539
chrX	467156	468295	TES1	YJR019C	11.56806031	9.062072763
chrVII	604435	605574	LST7	YGR057C	17.12962777	11.76716911
chrV	228359	229498	HVG1	YER039C	2.002164285	1.758312626
chrIV	1293304	1294444	DFM1	YDR411C	35.78504886	23.91908414
chrII	810339	811479	COS2	YBR302C	0	0
chrXIII	7243	8383	COS3	YML132W	0	0
chrVI	6425	7565	COS4	YFL062W	0.222267384	0.135136069
chrIX	140494	141635	PRM5	YIL117C	56.40639287	47.12111734
chrXI	482046	483187	NTR2	YKR022C	9.703094276	8.714981568
chrXVI	688162	689303	YPR071W	YPR071W	25.31625507	19.30750653
chrII	614745	615886	YBR197C	YBR197C	22.65138611	14.71691057
chrXV	338841	339983	SGT2	YOR007C	420.2365214	267.3702056
chrIII	37721	38863	APA1	YCL050C	198.580616	108.1891548
chrVII	506937	508079	ECT1	YGR007W	54.1691753	34.83953619
chrVIII	383422	384565	CHS7	YHR142W	64.81834271	56.65847619
chrIX	355813	356956	SGN1	YIR001C	23.19552166	15.98296499
chrVII	882705	883849	TDH3	YGR192C	21603.20432	15094.39265
chrV	258593	259737	PIC2	YER053C	13.28937274	6.733157574
chrXIII	801697	802841	PPA2	YMR267W	26.13576638	27.06729345
chrVII	1060472	1061616	ERV29	YGR284C	203.4928022	154.5851506
chrXIII	904760	905904	DIA1	YMR316W	14.83979956	9.830410058
chrVI	44435	45579	OTU1	YFL044C	26.57874548	19.79548327
chrIX	202157	203301	SDS3	YIL084C	18.60512183	8.753104847
chrVIII	53096	54241	YHL026C	YHL026C	11.94998054	8.745453531
chrXVI	890939	892084	BET2	YPR176C	36.49396696	29.30480168
chrII	125041	126186	SEC17	YBL050W	72.58506697	49.64726697
chrXI	404071	405217	SWD2	YKL018W	49.74809947	36.29554164
chrVII	1081583	1082729	COS6	YGR295C	51.95912612	43.6890779
chrXIV	8329	9475	COS1	YNL336W	7.517490587	6.04925694
chrXIII	761965	763112	SNR86	snR86	2557.471945	2494.282712
chrI	100021	101168	MAK16	YAL025C	70.91202335	52.91838828
chrIV	936472	937619	MRPL7	YDR237W	30.92736221	22.16125397
chrV	483210	484357	YER156C	YER156C	157.2877278	112.5523081
chrXVI	753222	754369	YPR114W	YPR114W	103.3857537	85.28725014
chrXIV	303517	304664	MRPL22	YNL177C	37.33374438	28.47385359
chrXIII	350844	351991	ARA2	YMR041C	18.55641733	12.75950986
chrXII	1055633	1056780	NBP1	YLR457C	3.976375141	4.163629535
chrIX	434835	435983	YIR042C	YIR042C	6.997989205	4.129560497
chrXII	341785	342933	ERG27	YLR100W	139.7897562	99.57953628
chrX	603113	604261	FIP1	YJR093C	23.17529888	22.00773938
chrVI	159278	160426	YFH7	YFR007W	14.12589646	11.27225676
chrXII	1014440	1015589	MRPL4	YLR439W	21.17038751	13.54174059
chrV	107158	108307	RIP1	YEL024W	44.98707346	33.92138979
chrII	608644	609794	MED8	YBR193C	24.89762248	14.86955441
chrXI	591411	592561	RPF2	YKR081C	172.9613597	128.6015517
chrVII	755344	756494	PHB1	YGR132C	127.1321077	79.84012999
chrXII	627117	628267	ERF2	YLR246W	10.78692607	9.369042392
chrXVI	647297	648447	TIP41	YPR040W	17.1859695	12.72619522
chrII	315538	316688	ATP3	YBR039W	154.0072183	99.91972174
chrVII	827494	828645	GTR2	YGR163W	23.99540698	15.39199821
chrVIII	325596	326747	TRR2	YHR106W	15.18975304	12.84897242
chrXVI	381925	383077	YPL088W	YPL088W	12.3172049	12.43662758
chrII	414131	415283	RPL19A	YBR084C-A	1035.744962	705.5445924
chrX	742847	743999	COS5	YJR161C	1.979550787	0.936090248
chrXII	871668	872820	STP3	YLR375W	55.67384231	36.51435074
chrX	217704	218856	PRM10	YJL108C	8.798003498	8.023630694
chrX	701936	703088	RPS4A	YJR145C	1511.936901	1117.95921
chrIV	1801	2953	COS7	YDL248W	5.938652361	4.947905595
chrIV	1213852	1215004	YPR1	YDR368W	120.9725481	77.96294491
chrIV	567590	568742	TGL2	YDR058C	4.838901924	2.27336203
chrXII	563428	564581	ATG38	YLR211C	4.61494233	3.473888486
chrXV	966585	967738	YOR342C	YOR342C	62.85111935	63.46527042
chrVI	243006	244160	CNN1	YFR046C	7.68489963	4.805827717
chrXVI	25013	26167	SAM4	YPL273W	211.2249555	158.9928003
chrII	479289	480443	MUD1	YBR119W	12.73497653	8.810684147
chrXIII	30590	31744	YML119W	YML119W	15.1502307	13.48301665
chrX	697119	698274	YJR142W	YJR142W	35.4736037	22.77319144
chrII	539961	541116	ARA1	YBR149W	117.578494	80.58706863
chrXII	987036	988191	TDA5	YLR426W	20.84093788	18.00623708
chrX	40079	41235	NUC1	YJL208C	61.27362337	47.72712625
chrXII	932722	933878	YLR407W	YLR407W	39.23471564	43.97713776
chrXI	420063	421219	CCE1	YKL011C	13.37048969	10.26133214
chrXIII	348466	349622	SUB1	YMR039C	42.30335262	29.717884
chrXI	326355	327511	FBA1	YKL060C	12302.60402	8569.678244
chrII	558659	559815	IFA38	YBR159W	163.4963556	114.8870196
chrXIV	443190	444347	RPS7B	YNL096C	835.3497177	571.5333584
chrXI	463918	465075	PRY2	YKR013W	264.988483	171.2293227
chrVII	649568	650725	PIL1	YGR086C	413.2671221	248.3987666
chrIV	1019289	1020447	RNH202	YDR279W	23.85023165	13.56943663
chrX	468456	469614	REC107	YJR021C	7.220712335	4.39011185
chrX	160545	161703	MRS3	YJL133W	40.77639705	34.73474188
chrII	339605	340763	YBR053C	YBR053C	28.44523041	16.09707678
chrVII	341904	343063	NBP35	YGL091C	30.60687141	20.07074033
chrII	493002	494161	ATG14	YBR128C	1.31172306	0.664594051
chrXI	603094	604254	OMA1	YKR087C	28.83300836	33.0682274
chrVIII	54792	55952	SNF6	YHL025W	27.95928083	19.92061891
chrXV	977041	978201	TYE7	YOR344C	113.5845784	96.28299142
chrVIII	129459	130619	VPS29	YHR012W	36.04126045	25.76400046
chrXVI	410296	411456	GPI2	YPL076W	20.31416498	11.15554659
chrXVI	301565	302726	COX11	YPL132W	27.49869085	23.88413516
chrIV	1332820	1333981	PPM1	YDR435C	21.60611424	16.71889461
chrVII	693326	694487	PCP1	YGR101W	32.08180599	22.82261804
chrIV	283364	284525	BUG1	YDL099W	29.68112663	15.39199821
chrIV	138195	139357	PCL9	YDL179W	27.2569499	14.31813787
chrXI	78759	79921	SDS22	YKL193C	30.52778389	22.00750821
chrXVI	212924	214087	CUP9	YPL177C	54.03125005	34.3074659
chrIX	309263	310426	YKE4	YIL023C	41.72772713	32.9548305
chrXV	493370	494534	TMA46	YOR091W	79.98029212	49.6813641
chrII	337144	338308	REG2	YBR050C	4.788973443	3.970420864
chrX	218852	220016	YJL107C	YJL107C	4.13593161	7.543799641
chrXV	1065034	1066198	YOR385W	YOR385W	16.10836522	12.30830468
chrXV	159458	160622	ADH1	YOL086C	11321.95588	7292.89409
chrIV	384600	385765	BSC1	YDL037C	70.60821646	125.6648941
chrII	415907	417072	AAC3	YBR085W	27.62168723	18.51271263
chrV	146926	148091	YEA4	YEL004W	15.87703282	15.07463743
chrXVI	758611	759776	RRG8	YPR116W	12.39713521	10.31422561
chrXII	416998	418164	RKM5	YLR137W	12.38649389	9.380531101
chrIII	61628	62794	LSB5	YCL034W	37.59209016	23.88858783
chrI	118425	119591	LDS1	YAL018C	0	0.132120156
chrIV	546598	547765	HEM13	YDR044W	126.7983959	124.086435
chrXVI	666279	667446	SMK1	YPR054W	0	0
chrIX	410714	411882	DAL2	YIR029W	2.169344907	1.318937293
chrIII	206789	207957	PER1	YCR044C	59.87391944	54.73589768
chrIII	153934	155104	PET18	YCR020C	2.791444579	2.87212859
chrXVI	825450	826620	YPR147C	YPR147C	38.76483881	31.46867043
chrXVI	366910	368080	PNG1	YPL096W	16.89194093	12.50846733
chrI	75013	76184	RBG1	YAL036C	181.7577287	120.6364305
chrXII	326299	327470	NYV1	YLR093C	52.63564816	34.20444048
chrVII	1057581	1058752	BGL2	YGR282C	1144.208178	832.3519035
chrVII	1058910	1060081	YGR283C	YGR283C	32.96499596	35.63083842
chrIV	364801	365973	KNH1	YDL049C	9.080125643	13.01287637
chrXI	559601	560773	TFA2	YKR062W	40.74876672	29.7824623
chrV	188251	189424	BIM1	YER016W	27.76761481	16.22292871
chrXIII	675741	676914	YMR206W	YMR206W	0.864036009	0.525324171
chrXIV	144129	145302	IST1	YNL265C	24.40901726	16.02238722
chrX	567602	568775	RFC2	YJR068W	41.91293476	29.19613638
chrIV	1169086	1170260	MRP1	YDR347W	65.3892801	53.18700954
chrXVI	250598	251772	PET20	YPL159C	25.8067975	27.74968507
chrXV	643178	644352	GET4	YOR164C	130.3977962	94.49191534
chrIV	1434769	1435943	IZH1	YDR492W	137.91208	151.4268196
chrIV	715476	716650	FIN1	YDR130C	12.51784138	9.710212002
chrIV	1010132	1011306	DON1	YDR273W	4.100672176	2.230724379
chrVII	417460	418634	DST1	YGL043W	63.23668145	38.84084801
chrXI	488558	489733	GCN3	YKR026C	73.50559915	60.31307121
chrXIII	26869	28044	GTR1	YML121W	26.88642212	27.72390503
chrVII	313196	314371	SEH1	YGL100W	71.3771757	47.32973897
chrIV	1436915	1438092	RSM28	YDR494W	25.40236478	20.15618814
chrXV	997137	998314	TFB6	YOR352W	14.42337661	8.900135022
chrXIV	63409	64586	RPL18B	YNL301C	314.9462684	216.482696
chrXVI	671102	672279	TFB4	YPR056W	30.999496	24.47537131
chrII	591622	592799	RPS6B	YBR181C	565.3248483	373.8429397
chrXII	322264	323442	GEP5	YLR091W	11.61493435	8.500253899
chrXVI	422739	423918	BTS1	YPL069C	21.92069624	19.72998073
chrVII	270960	272139	SCS3	YGL126W	38.35124454	26.6866519
chrVII	291911	293090	SNF4	YGL115W	86.39333223	67.68298027
chrXIII	139030	140209	ERV41	YML067C	58.92395194	44.14164077
chrVI	1436	2615	YFL066C	YFL066C	0	0.130662124
chrVII	76852	78032	VRG4	YGL225W	485.0671772	331.2086469
chrXII	398504	399684	DCN1	YLR128W	8.374333737	4.699846783
chrVII	580289	581469	NQM1	YGR043C	5.368162652	2.74157729
chrVII	92499	93679	NCS6	YGL211W	42.12284456	31.56006357
chrIV	198569	199749	YDL144C	YDL144C	28.1291723	20.88820792
chrVII	523614	524794	YGR017W	YGR017W	45.59531358	32.47368406
chrXIV	469975	471156	END3	YNL084C	69.51242916	46.17599464
chrII	583622	584803	ECM31	YBR176W	26.60352227	15.26155755
chrXIII	563084	564266	YIM1	YMR152W	43.73002569	35.97113893
chrIV	282030	283212	GET3	YDL100C	259.164711	178.8130529
chrIII	288113	289296	OCA4	YCR095C	21.41815149	19.66321261
chrVII	197990	199173	SUT1	YGL162W	18.6337918	18.49123305
chrXI	217266	218450	OAC1	YKL120W	48.15010473	39.42329213
chrX	386263	387447	BET4	YJL031C	18.48215565	13.19687453
chrXVI	582961	584145	YPR011C	YPR011C	14.55203165	11.70988875
chrXIV	359570	360754	AAH1	YNL141W	313.5106819	259.5692007
chrI	126895	128079	NTG1	YAL015C	10.36701682	6.681211346
chrXI	256743	257927	MTC2	YKL098W	14.12403072	10.14857025
chrIV	372560	373744	FAD1	YDL045C	24.28785058	19.68898648
chrXIV	185442	186627	VPS75	YNL246W	32.13051111	19.66609653
chrIV	1258654	1259839	SPT3	YDR392W	11.7600847	10.13999882
chrXIV	700498	701683	COQ2	YNR041C	35.80076474	26.9489531
chrX	453544	454729	TDH2	YJR009C	2857.486763	1945.189774
chrXII	765197	766382	TAD3	YLR316C	12.61536359	8.839998975
chrXI	518178	519364	YKR041W	YKR041W	3.204589249	1.818463924
chrIII	15703	16890	CHA1	YCL064C	248.0781145	183.2871419
chrIV	315272	316460	MDH3	YDL078C	95.54913454	70.02256981
chrXIV	146795	147983	YIF1	YNL263C	100.6678382	76.11712681
chrIII	91306	92494	LEU2	YCL018W	2.535851926	1.541769437
chrXV	230084	231272	AIM39	YOL053W	8.744452045	9.855028343
chrXII	559526	560714	SEC13	YLR208W	202.0451322	155.5169173
chrVII	208953	210141	ARI1	YGL157W	58.58660378	46.5399946
chrXII	1041798	1042986	RIF2	YLR453C	4.265586363	2.463757086
chrVI	224804	225993	PHO4	YFR034C	24.50647586	14.64053702
chrVIII	159407	160597	THR1	YHR025W	284.9402767	176.5893686
chrVIII	187907	189097	BCD1	YHR040W	14.47859836	9.708998033
chrXII	963764	964955	URA4	YLR420W	220.8258215	153.9199821
chrXIII	624089	625280	RGM1	YMR182C	6.382249176	8.924772074
chrXI	98577	99769	LOT5	YKL183W	29.97138509	21.45316292
chrXIII	241867	243059	TAF11	YML015C	19.98092339	13.4405358
chrX	695872	697065	IPA1	YJR141W	16.14123645	13.94577019
chrII	300149	301342	RPL4A	YBR031W	1113.745315	734.6063577
chrXIV	340945	342139	NSG2	YNL156C	44.98781286	38.83479851
chrXIII	327458	328652	TAP42	YMR028W	18.50852261	12.80510776
chrXIII	307488	308682	SPO20	YMR017W	0.848826658	0.387057792
chrIII	63387	64581	STE50	YCL032W	9.337093235	7.225078793
chrVII	843802	844996	RBG2	YGR173W	92.0008932	60.08849219
chrVII	448763	449957	PGD1	YGL025C	15.27887984	7.483117321
chrVII	952320	953515	PHB2	YGR231C	101.2244493	71.40999172
chrXVI	554588	555783	HAT1	YPL001W	28.94484838	24.2293261
chrXIII	557395	558590	TIF34	YMR146C	415.7858358	285.6628142
chrVIII	149211	150406	YHR022C	YHR022C	2.968405117	1.80475691
chrXI	223266	224461	APN1	YKL114C	40.62089549	28.43902425
chrXI	583627	584823	MSA2	YKR077W	10.16887233	6.955379946
chrXV	405601	406797	CKB2	YOR039W	94.16541557	66.81497126
chrM	48900	50097	VAR1	Q0140	NA	NA
chrX	450897	452094	SUI2	YJR007W	356.3749752	276.2666346
chrVIII	62960	64157	SPO11	YHL022C	1.905069361	3.346086568
chrII	533720	534918	ADH5	YBR145W	20.515261	19.15963019
chrXI	566020	567218	CCP1	YKR066C	109.9787187	71.75217213
chrIV	471820	473018	RPL4B	YDR012W	443.7218306	298.5816195
chrXIII	353863	355061	MCM1	YMR043W	43.9914875	29.18950372
chrXIV	449607	450805	YPT53	YNL093W	0.211497536	0.771528733
chrX	164180	165379	AIM23	YJL131C	10.77737069	7.19492404
chrXIV	145420	146619	PDR17	YNL264C	48.60382859	33.27652369
chrXIII	873193	874392	ADH2	YMR303C	8.875481743	7.708847186
chrX	548709	549908	CBF1	YJR060W	31.64531883	16.14093773
chrIV	1002371	1003571	CIA1	YDR267C	35.6834621	22.46538522
chrXII	336146	337346	HRT3	YLR097C	14.99127698	11.29687942
chrV	312438	313638	YER076C	YER076C	6.123197639	7.959165048
chrX	569490	570691	LIA1	YJR070C	377.9515247	281.8234009
chrVII	635713	636915	PRP38	YGR075C	5.269828282	4.485594817
chrX	338196	339398	TDH1	YJL052W	102.0238755	66.13048359
chrIII	238930	240132	CPR4	YCR069W	76.11423092	53.19293501
chrVII	520893	522095	YGR015C	YGR015C	9.274897776	9.868308597
chrXIII	902757	903960	YMR315W	YMR315W	109.7318543	77.85636368
chrXIII	229589	230793	UNG1	YML021C	34.91193239	24.45341652
chrXIII	459373	460577	MTG1	YMR097C	12.20567576	9.212168508
chrIX	397241	398445	MRS1	YIR021W	20.41294049	21.75095342
chrXVI	744478	745684	YPR109W	YPR109W	22.69008753	19.28789818
chrII	161668	162874	SHE1	YBL031W	6.512895494	5.875783551
chrIV	1383670	1384876	TFB3	YDR460W	20.16896669	14.8171933
chrXII	20915	22121	GTT2	YLL060C	5.672521882	4.470704876
chrII	202055	203261	FMT1	YBL013W	6.512895494	5.364845851
chrXVI	326541	327748	MRP51	YPL118W	52.89963745	45.43574929
chrXVI	533527	534734	TAF3	YPL011C	29.17876828	26.03621589
chrXII	98985	100193	HIF1	YLL022C	25.62127019	13.84661687
chrX	452318	453526	MHO1	YJR008W	3.35592445	2.167887072
chrXV	817228	818436	GPN2	YOR262W	30.20332005	26.26969041
chrV	225865	227074	PHM8	YER037W	4.610576254	4.841853743
chrXIII	626676	627885	SSO2	YMR183C	109.1868286	63.07151586
chrXV	744190	745399	SAS5	YOR213C	23.47202456	21.78834184
chrXVI	383344	384554	YDC1	YPL087W	32.31424427	25.77846855
chrIV	425777	426987	TSC13	YDL015C	259.2704658	221.7881939
chrXVI	147386	148597	CBP3	YPL215W	42.47272544	34.98181412
chrXV	815837	817048	RPN8	YOR261C	161.5478913	110.7551845
chrIX	404776	405987	YVH1	YIR026C	79.77469442	62.35986415
chrVII	2777	3989	COS12	YGL263W	1.045262389	1.652320205
chrVIII	230936	232148	HTD2	YHR067W	10.45262389	9.65971812
chrI	227741	228953	IMD1	YAR073W	0.418104956	1.143913988
chrXII	836186	837398	TAL1	YLR354C	548.7627543	390.2017714
chrXIV	280369	281581	DUG3	YNL191W	26.54966469	20.97175644
chrXII	52762	53975	SDH2	YLL041C	29.66095891	17.39854584
chrXV	205995	207208	MET22	YOL064C	76.03231719	57.65649496
chrX	689374	690588	HOM6	YJR139C	661.3949901	491.1988878
chrV	414459	415673	LCP5	YER127W	58.8555971	41.74746424
chrVI	62842	64057	MOB2	YFL034C-B	27.52673533	19.3984821
chrXVI	939921	941136	ARR3	YPR201W	4.587789221	2.1553869
chrVII	149418	150634	COX4	YGL187C	61.05072209	45.98596997
chrXIII	793670	794887	YMR262W	YMR262W	8.952294143	5.569473038
chrII	332810	334027	RPS11B	YBR048W	1169.211254	873.6477934
chrXIV	493799	495016	RPL16B	YNL069C	2625.104113	2012.351872
chrIV	485329	486547	DAS2	YDR020C	29.53909794	23.01843611
chrX	705719	706937	BAT2	YJR148W	321.6177044	214.5028871
chrIX	384587	385805	YAP5	YIR018W	14.56152715	9.865044049
chrIV	1079030	1080249	GIC2	YDR309C	75.86562479	56.10876196
chrVII	746731	747951	YGR127W	YGR127W	11.42242845	6.818440555
chrXIV	121011	122231	GOR1	YNL274C	8.266532266	4.146415846
chrIV	598467	599688	RAD55	YDR076W	6.43281891	5.80354031
chrXV	515169	516390	RAS1	YOR101W	93.17211905	85.53913762
chrXIV	441245	442466	PHO23	YNL097C	7.470370347	5.298884631
chrVII	589770	590991	UFD1	YGR048W	26.56131679	21.95252204
chrXVI	120070	121292	ALG5	YPL227C	55.82347537	34.56624497
chrIX	142890	144112	HIS5	YIL116W	61.37273955	45.90595959
chrVII	202697	203921	YGL159W	YGL159W	31.67153699	26.39721318
chrX	707187	708411	YJR149W	YJR149W	7.9243632	10.39657211
chrIV	1110562	1111786	MRPL35	YDR322W	30.63618765	22.77965394
chrVII	829061	830286	MRPS35	YGR165W	36.81612256	26.65934331
chrXV	481972	483197	OST3	YOR085W	153.0557904	110.6614251
chrXII	1026703	1027929	VMA6	YLR447C	446.0092262	342.2661515
chrIX	419544	420771	LYS1	YIR034C	33.86513728	20.33852945
chrVI	77973	79200	CAK1	YFL029C	12.80267385	10.04371825
chrXIV	372399	373626	YNL134C	YNL134C	49.97172697	30.3822477
chrXV	657215	658442	DCS2	YOR173W	2.890926353	2.134290128
chrIV	1498186	1499413	CAB1	YDR531W	64.57598774	42.13731437
chrXIV	27166	28393	PFA3	YNL326C	22.30143187	18.45533228
chrII	544881	546108	APD1	YBR151W	58.02502181	33.64645613
chrVIII	504341	505569	RPS4B	YHR203C	1620.900569	1137.527627
chrIX	210798	212026	AIR1	YIL079C	41.57928623	29.26472152
chrXV	240130	241358	RRT8	YOL048C	13.82387196	10.78819761
chrVII	153086	154315	YGL185C	YGL185C	8.864812442	5.76573223
chrXI	548164	549393	RHO4	YKR055W	27.00675418	15.79309263
chrVII	833269	834499	YGR168C	YGR168C	12.72884333	12.77548136
chrX	104957	106187	ERG20	YJL167W	281.5892651	189.1124272
chrXII	570670	571900	CDC123	YLR215C	28.01473303	22.29272321
chrXI	582205	583435	ECM4	YKR076W	4.531795048	4.258160613
chrXV	578563	579793	BAG7	YOR134W	0.823962736	0.500960072
chrXIII	496272	497503	YMR114C	YMR114C	4.939757086	3.253593119
chrXI	25172	26403	URA1	YKL216W	686.2145885	563.7475769
chrIV	998831	1000064	PEX10	YDR265W	13.35679042	10.61947929
chrXVI	264965	266198	RRD2	YPL152W	14.795214	10.11973909
chrVII	1006127	1007361	MTM1	YGR257C	34.82235875	32.12243106
chrIX	315072	316306	FAF1	YIL019W	32.23562081	21.47140059
chrII	450758	451992	VID24	YBR105C	41.8857748	81.14192084
chrXII	1059699	1060933	YLR460C	YLR460C	5.749027914	2.496674487
chrXVI	745614	746849	RPC40	YPR110C	294.1213698	252.4037431
chrIV	268893	270128	MSS2	YDL107W	6.154681134	5.612965313
chrXIV	621236	622473	MRP7	YNL005C	35.02491599	26.89863766
chrIV	1445792	1447029	SEC20	YDR498C	19.66311073	15.44181051
chrXI	264727	265964	MBR1	YKL093W	2.457888841	1.618899489
chrXIV	618454	619692	SIS1	YNL007C	123.0398328	68.77799362
chrXII	625111	626349	MAP1	YLR244C	320.9045105	243.5096241
chrIV	86010	87248	CWC2	YDL209C	14.32609422	11.9452856
chrIV	1030462	1031700	DPP1	YDR284C	61.19288815	51.38961409
chrIII	190565	191803	ELO2	YCR034W	299.6200276	219.4946229
chrXVI	291243	292482	SPP1	YPL138C	15.13249495	10.8166708
chrXV	379755	380994	BUB3	YOR026W	18.19989258	17.03314827
chrXIII	664630	665869	ROT1	YMR200W	93.86236733	71.86247955
chrXII	25755	26994	JLP1	YLL057C	1.6359454	1.491954593
chrXIII	740192	741433	RNH1	YMR234W	14.90392435	12.90941786
chrXII	27287	28528	YLL056C	YLL056C	5.512410377	5.21341875
chrVII	184152	185394	SPO74	YGL170C	0	0.248057989
chrIV	273653	274895	QRI7	YDL104C	5.135528826	3.237986101
chrVIII	520579	521821	YHR210C	YHR210C	4.895971971	2.604608884
chrVIII	138685	139928	YSC83	YHR017W	27.51766855	20.20044854
chrVII	495329	496572	ERG26	YGL001C	122.4513805	91.1467431
chrXVI	550439	551682	LSP1	YPL004C	258.0545806	185.3979817
chrX	570896	572139	NPA3	YJR072C	81.50304691	53.59058202
chrIV	1270995	1272240	URH1	YDR400W	60.27679778	44.62007837
chrVIII	221258	222504	GIC1	YHR061C	23.58783605	17.30827108
chrXI	573569	574816	YKR070W	YKR070W	56.48410039	39.15941761
chrVIII	223952	225199	PAN5	YHR063C	71.72261668	47.55954505
chrXII	195340	196587	SED5	YLR026C	27.83568976	20.87678731
chrX	604396	605643	IME1	YJR094C	6.846976058	3.629181271
chrIV	1296942	1298189	YDR415C	YDR415C	28.44752994	24.13943131
chrXIV	308861	310109	MDG1	YNL173C	18.47457266	11.2323323
chrX	289690	290938	PRY1	YJL079C	45.0698366	28.26597908
chrXIII	818807	820056	DSK2	YMR276W	141.9885427	80.8171744
chrVIII	233435	234684	RRP4	YHR069C	72.30289675	57.65772794
chrX	516331	517581	POL32	YJR043C	22.70152576	13.80227222
chrIV	851194	852444	CBS2	YDR197W	19.05306626	17.62254399
chrII	549750	551000	CNS1	YBR155W	57.36189098	40.91387836
chrVI	76826	78076	AGX1	YFL030W	2.229614137	2.341456894
chrXVI	181333	182583	RSA1	YPL193W	23.51229454	18.36195143
chrXVI	698846	700097	MRL1	YPR079W	19.67980582	11.73276845
chrVII	307413	308664	ARC1	YGL105W	441.5154884	302.4219809
chrIV	770317	771568	HOM2	YDR158W	449.8410009	324.6402192
chrVII	226366	227617	ARO2	YGL148W	356.4076132	253.912692
chrXV	307892	309143	RCL1	YOL010W	87.60227943	79.76964154
chrIV	1056519	1057770	SUR2	YDR297W	167.8974036	143.6996953
chrVII	376041	377293	NPY1	YGL067W	43.50915139	37.52645448
chrII	307595	308847	TLC1	TLC1	216.2961219	224.3821893
chrIV	1499333	1500586	KRE28	YDR532C	9.503705975	5.286389163
chrXI	17158	18411	SRY1	YKL218C	8.492673425	6.515781992
chrXIV	532658	533911	COG5	YNL051W	21.23168356	18.19501386
chrXII	1057320	1058575	GAB1	YLR459W	63.03808125	42.74872609
chrVIII	6393	7648	COS8	YHL048W	33.70020967	28.61012655
chrXIII	99793	101050	YML083C	YML083C	0.20156254	0.245095513
chrVII	582724	583981	RME1	YGR044C	45.55313412	31.61732117
chrXIII	695319	696577	SCJ1	YMR214W	53.37157989	35.63302689
chrIX	55176	56434	RRD1	YIL153W	19.73741445	12.73482748
chrXVI	695620	696878	OPY2	YPR075C	29.60612168	22.77574915
chrII	274289	275547	GAL7	YBR018C	0.805608753	1.346952907
chrIV	320440	321699	RXT3	YDL076C	29.18010322	23.00235027
chrXII	339697	340956	ICT1	YLR099C	29.88460184	33.44577056
chrXII	571983	573242	CPR6	YLR216C	267.8532233	173.7411563
chrX	609675	610934	SFC1	YJR095W	0	0.611764635
chrXII	929781	931040	DUS4	YLR405W	29.5825874	23.49176198
chrII	304739	305999	HMT1	YBR034C	336.008437	317.1314009
chrVII	513129	514390	MCY1	YGR012W	30.33932155	23.82094962
chrXI	590246	591507	MTD1	YKR080W	130.2597056	79.45954634
chrIX	403631	404892	MND2	YIR025W	4.420298504	2.565333036
chrXIII	910908	912170	ADH6	YMR318C	286.4892623	225.2040976
chrIX	186435	187697	LYS12	YIL094C	178.8129254	107.7061073
chrXIV	638878	640140	ATG3	YNR007C	11.04198278	7.079586808
chrII	292760	294022	ETR1	YBR026C	48.78548756	33.32288273
chrXV	766735	767997	MCP1	YOR228C	13.33497873	9.213087519
chrVI	192279	193542	CSS2	YFR020W	10.63202471	10.48900037
chrXIV	653375	654641	SMM1	YNR015W	44.62865518	32.36578281
chrIV	253902	255168	IWR1	YDL115C	11.80758141	7.300552513
chrIV	892758	894024	AHA1	YDR214W	62.84034854	40.15303882
chrIV	842292	843558	HST4	YDR191W	7.404754446	7.057200762
chrXII	658621	659887	YLR257W	YLR257W	97.46257879	74.10060801
chrXII	406915	408182	USB1	YLR132C	5.799142156	5.714248942
chrVII	542177	543445	MSP1	YGR028W	23.42211852	17.831438
chrXIV	620056	621325	LST8	YNL006W	27.15308114	23.06371972
